編號,所屬單位,安裝地址,攝影方向
LADE084-01,大安分局 敦化南路派出所,市民大道四段與忠孝東四段223巷口,東南
LADE085-02,大安分局 敦化南路派出所,敦化南路1段161巷5弄與市民大道4段口,北
LADE086-01,大安分局 敦化南路派出所,忠孝東4段205巷25號前,西
LADE087-01,大安分局 敦化南路派出所,敦化南路1段161巷12號旁,北
LADE087-02,大安分局 敦化南路派出所,敦化南路1段161巷5弄與市民大道4段口,南
LADE088-01,大安分局 敦化南路派出所,敦化南路1段157號,北
LADE089-01,大安分局 敦化南路派出所,忠孝東路4段216巷32弄1號,西
LADE090-01,大安分局 敦化南路派出所,安和路1段21巷28號轉角燈桿,東
LADE091-01,大安分局 敦化南路派出所,仁愛路4段151巷39號,南
LADE091-02,大安分局 敦化南路派出所,仁愛路4段151巷39號,東
LADE092-01,大安分局 敦化南路派出所,忠孝東路4段212號,北
LADE093-01,大安分局 敦化南路派出所,忠孝東路4段216巷57號旁巷口,東
LADE094-02,大安分局 敦化南路派出所,敦化南路1段235號前,西
LADE097-01,大安分局 敦化南路派出所,北市大安區仁愛路4段151巷口路口監控,北
LADE098-01,大安分局 敦化南路派出所,北市大安區安和路1段19號斜對面路口監控,東
LADE099-01,大安分局 敦化南路派出所,仁愛路4段145號旁,北
LADE100-01,大安分局 敦化南路派出所,敦化南路1段233巷9號對面,南
LADE102-01,大安分局 敦化南路派出所,忠孝東路4段216巷40弄5號,東
LADE103-01,大安分局 敦化南路派出所,仁愛路4段345巷4弄15號對面,東
LADE104-01,大安分局 敦化南路派出所,仁愛路4段345巷4弄20號旁燈桿,東
LADE105-01,大安分局 敦化南路派出所,仁愛路4段345巷4弄28號,東
LADE106-01,大安分局 敦化南路派出所,仁愛路4段345巷4弄40號,東
LADE107-01,大安分局 敦化南路派出所,忠孝東路四段216巷55號,東
LADE108-01,大安分局 敦化南路派出所,敦化南路1段243號(敦化大樓前),東
LADE109-01,大安分局 敦化南路派出所,市民大道光復南路西側口(光復南路76號),東
LADE110-01,大安分局 敦化南路派出所,仁愛路4段151巷與安和路1段49巷10號對面,西
LADE111-01,大安分局 敦化南路派出所,忠孝東路4段216巷23號,南
LADE111-02,大安分局 敦化南路派出所,忠孝東路4段216巷23號,南
LADE114-01,大安分局 敦化南路派出所,北市大安區忠孝東路4段170巷24號旁，安和路1段21巷路口監控,東
LADE115-01,大安分局 敦化南路派出所,忠孝東路4段170巷18弄1號對面,西
LADE116-01,大安分局 敦化南路派出所,忠孝東路4段180號前(中央分隔島)(安源),北
LADE118-01,大安分局 敦化南路派出所,延吉街138巷6號,南
LADE119-01,大安分局 敦化南路派出所,仁愛路4段387號,東
LADE119-02,大安分局 敦化南路派出所,仁愛路4段387號,北
LADE120-01,大安分局 敦化南路派出所,延吉街64號旁,西
LADE121-02,大安分局 敦化南路派出所,仁愛路4段145號旁,南
LADE122-01,大安分局 敦化南路派出所,延吉街72號旁,西
LADE123-01,大安分局 敦化南路派出所,延吉街70巷2弄1號,西
LADE125-01,大安分局 敦化南路派出所,忠孝東路4段223巷18號,西
LADE126-01,大安分局 敦化南路派出所,忠孝東路4段223巷34弄5號旁,西
LADE127-01,大安分局 敦化南路派出所,忠孝東路4段230號,東
LADE127-02,大安分局 敦化南路派出所,忠孝東路4段230號,南
LADE128-01,大安分局 敦化南路派出所,忠孝東路4段248巷17號,東
LADE129-01,大安分局 敦化南路派出所,仁愛路4段387號旁,東
LADE130-01,大安分局 敦化南路派出所,忠孝東路4段216巷11弄2號,西
LADE131-01,大安分局 敦化南路派出所,延吉街128號,南
LADE132-01,大安分局 敦化南路派出所,台北市大安區忠孝東路4段223巷56號(市民大道4段橋下),南
LADE133-01,大安分局 敦化南路派出所,忠孝東路4段270號,南
LADE134-01,大安分局 敦化南路派出所,延吉街58之1號對面(分隔島),南
LADE135-01,大安分局 敦化南路派出所,仁愛路4段345巷15弄口,南
LADE136-01,大安分局 敦化南路派出所,仁愛路4段345巷2弄7號前,西
LADE138-01,大安分局 敦化南路派出所,延吉街138巷2號,西
LADE139-01,大安分局 敦化南路派出所,延吉街160巷3號,東
LADE139-02,大安分局 敦化南路派出所,延吉街160巷3號,西
LADE140-01,大安分局 敦化南路派出所,台北市大安區忠孝東路4段223巷56號(市民大道4段橋下),西
LADE141-01,大安分局 敦化南路派出所,忠孝東路4段223巷34弄1號旁,西
LADE142-01,大安分局 敦化南路派出所,忠孝東路4段216巷33弄18號,南
LADE144-01,大安分局 敦化南路派出所,延吉街97巷口，景福宮前,東
LADE145-01,大安分局 敦化南路派出所,仁愛路4段345巷4弄2號旁,南
LADE146-01,大安分局 敦化南路派出所,仁愛路4段345巷2弄7號前,東
LADE147-01,大安分局 敦化南路派出所,光復南路260巷36號,西
LADE149-01,大安分局 敦化南路派出所,光復南路280巷29號前,北
LADE150-01,大安分局 敦化南路派出所,光復南路346巷22.24號旁燈桿,東
LADE151-01,大安分局 敦化南路派出所,光復南路280巷49號,東
LADE152-01,大安分局 敦化南路派出所,光復南路290巷25號旁(萊爾富旁),東
LADE154-01,大安分局 敦化南路派出所,光復南路290巷25號旁(萊爾富旁),南
LADE155-01,大安分局 敦化南路派出所,光復南路308巷與延吉街口,東
LADE156-01,大安分局 敦化南路派出所,北市大安區仁愛路4段417號前路口監控,西
LADE157-01,大安分局 敦化南路派出所,光復南路260巷口燈桿,西
LADE158-01,大安分局 敦化南路派出所,光復南路346巷與延吉街口,東
LADE159-02,大安分局 敦化南路派出所,仁愛路4段387號旁,北
LADE160-01,大安分局 敦化南路派出所,光復南路仁愛路4段449號前號誌交叉口,東
LADE160-03,大安分局 敦化南路派出所,仁愛路4段449號(光復南路上的中央分隔島)(安源),北
LADE162-01,大安分局 敦化南路派出所,忠孝東路4段216巷11弄2號,東
LADE164-01,大安分局 敦化南路派出所,光復南路294巷23號對面,南
LADE165-01,大安分局 敦化南路派出所,光復南路304號前(中央分隔島),南
LADE167-01,大安分局 敦化南路派出所,仁愛路四段387號後方(延吉街與延吉街345巷5弄交叉口),南
LADE168-01,大安分局 敦化南路派出所,延吉街154號前,南
LADE169-01,大安分局 敦化南路派出所,忠孝東路4段329號前(分隔島),東
LADE170-01,大安分局 敦化南路派出所,光復南路306號後方,東
LADE171-01,大安分局 敦化南路派出所,光復南路294巷51號,東
LADE172-01,大安分局 敦化南路派出所,光復南路308巷26號,東
LADE173-01,大安分局 敦化南路派出所,延吉街178號,北
LADE174-01,大安分局 敦化南路派出所,光復南路346巷22.24號旁燈桿,東
LADE175-01,大安分局 敦化南路派出所,光復南路306號後方,西
LADE176-01,大安分局 敦化南路派出所,延吉街131巷1弄52號前,西
LADE177-01,大安分局 敦化南路派出所,延吉街131巷43號旁(公園邊),東
LADE178-01,大安分局 敦化南路派出所,延吉街129巷2號,西
LADE179-01,大安分局 敦化南路派出所,北市大安區延吉街131巷4號前(路口監控),東
LADE180-01,大安分局 敦化南路派出所,延吉街131巷43號對面,西
LADE181-01,大安分局 敦化南路派出所,延吉街131巷22號旁,北
LADE182-01,大安分局 敦化南路派出所,延吉街131巷14號旁,南
LADE183-01,大安分局 敦化南路派出所,延吉街131巷14號,西
LADE184-01,大安分局 敦化南路派出所,延吉街135-3號旁,東
LADE185-01,大安分局 敦化南路派出所,延吉街137巷7弄1號,北
LADE186-01,大安分局 敦化南路派出所,延吉街137巷19號,東
LADE187-01,大安分局 敦化南路派出所,光復南路200巷26號旁,南
LADE188-01,大安分局 敦化南路派出所,光復南路200巷(捷運1號出口),南
LADE189-01,大安分局 敦化南路派出所,光復南路180巷25號,東
LADE190-01,大安分局 敦化南路派出所,市民大道光復南路西側口(光復南路76號),東
LADE191-01,大安分局 敦化南路派出所,市民大道光復南路西側口(光復南路76號),西
LADE192-01,大安分局 敦化南路派出所,延吉街97巷口，景福宮前,北
LADE193-01,大安分局 敦化南路派出所,延吉街133號前,北
LADE194-01,大安分局 敦化南路派出所,延吉街97巷16號前,西
LADE195-01,大安分局 敦化南路派出所,光復南路96巷2-1號,東
LADE196-01,大安分局 敦化南路派出所,光復南路96巷2-2號(72巷7弄口),北
LADE197-01,大安分局 敦化南路派出所,光復南路72巷23弄48號,南
LADE198-01,大安分局 敦化南路派出所,光復南路148號旁,東
LADE198-02,大安分局 敦化南路派出所,光復南路148號旁,北
LADE199-01,大安分局 敦化南路派出所,光復南路116巷26號,西
LADE201-01,大安分局 敦化南路派出所,光復南路116巷1號秀傳醫院,南
LADE202-01,大安分局 敦化南路派出所,光復南路180巷口,南
LADE203-01,大安分局 敦化南路派出所,延吉街131巷1弄20號旁,南
LADF001-01,大安分局 羅斯福路派出所,和平東路2段90巷2號對面,南
LADF002-01,大安分局 羅斯福路派出所,北市大安區和平東路2段96巷口路口監控,南
LADF003-01,大安分局 羅斯福路派出所,和平東路2段94號,東
LADF004-01,大安分局 羅斯福路派出所,和平東路2段102-3號,東
LADF005-01,大安分局 羅斯福路派出所,和平東路2段110號,東
LADF006-01,大安分局 羅斯福路派出所,和平東路2段76巷17弄2號,東
LADF007-01,大安分局 羅斯福路派出所,和平東路2段76巷25號,東南
LADF008-01,大安分局 羅斯福路派出所,和平東路2段76巷29弄6號,東
LADF009-01,大安分局 羅斯福路派出所,和平東路2段76巷31弄2-1號,東
LADF010-01,大安分局 羅斯福路派出所,和平東路2段96巷10弄1號,西
LADF011-01,大安分局 羅斯福路派出所,和平東路2段96巷20弄2號,西
LADF013-01,大安分局 羅斯福路派出所,和平東路2段96巷15弄1號,東
LADF014-01,大安分局 羅斯福路派出所,和平東路2段96巷17弄4號,東
LADF015-01,大安分局 羅斯福路派出所,和平東路2段96巷35弄2號對面,西
LADF016-01,大安分局 羅斯福路派出所,和平東路2段96巷5號,東
LADF017-01,大安分局 羅斯福路派出所,和平東路2段118巷4弄口,西
LADF018-01,大安分局 羅斯福路派出所,和平東路2段118巷6弄2號對面,西
LADF019-01,大安分局 羅斯福路派出所,和平東路2段118巷52弄3號,西
LADF020-01,大安分局 羅斯福路派出所,和平東路2段118巷54弄2號,西
LADF021-01,大安分局 羅斯福路派出所,復興南路2段340巷39號,東
LADF023-01,大安分局 羅斯福路派出所,復興南路2段314號,北
LADF024-01,大安分局 羅斯福路派出所,復興南路2段340巷2號,西
LADF025-01,大安分局 羅斯福路派出所,和平東路2段76巷19弄2號,東
LADF026-01,大安分局 羅斯福路派出所,辛亥路2段185號,東
LADF028-01,大安分局 羅斯福路派出所,辛亥路2段171巷6弄4號前,東
LADF030-01,大安分局 羅斯福路派出所,和平東路2段76巷 與17弄1號,南
LADF032-02,大安分局 羅斯福路派出所,新生南路3段38號前,南
LADF033-01,大安分局 羅斯福路派出所,新生南路3段54巷4號前,西
LADF034-02,大安分局 羅斯福路派出所,新生南路3段54之8號前,南
LADF035-01,大安分局 羅斯福路派出所,新生南路3段60巷1號,西
LADF036-01,大安分局 羅斯福路派出所,新生南路3段70巷68-1號,西
LADF037-01,大安分局 羅斯福路派出所,新生南路3段76巷3號,西
LADF038-01,大安分局 羅斯福路派出所,新生南路3段84-8號,西
LADF039-01,大安分局 羅斯福路派出所,新生南路3段96-5號,西
LADF040-01,大安分局 羅斯福路派出所,新生南路3段98號,西
LADF041-01,大安分局 羅斯福路派出所,羅斯福路3段333巷7號旁,北
LADF042-02,大安分局 羅斯福路派出所,羅斯福路3段、新生南路3段110號,西北
LADF042-03,大安分局 羅斯福路派出所,新生南路3段86巷21號旁,西
LADF044-01,大安分局 羅斯福路派出所,羅斯福路3段267號前,東北
LADF046-01,大安分局 羅斯福路派出所,辛亥路1段34巷1號36號-34巷口燈桿,南
LADF048-01,大安分局 羅斯福路派出所,辛亥路1段64號,東
LADF049-02,大安分局 羅斯福路派出所,辛亥路1段102號前,南
LADF050-01,大安分局 羅斯福路派出所,溫州街46巷6之2號,東
LADF051-01,大安分局 羅斯福路派出所,羅斯福路3段283巷7弄2號對面,東南
LADF052-01,大安分局 羅斯福路派出所,溫州街58巷口,北
LADF053-01,大安分局 羅斯福路派出所,溫州街74巷12號,南
LADF054-01,大安分局 羅斯福路派出所,溫州街46巷口(白靈公廟旁燈桿),西
LADF055-01,大安分局 羅斯福路派出所,溫州街68巷12號,南
LADF056-01,大安分局 羅斯福路派出所,溫州街52巷2號前,東
LADF057-01,大安分局 羅斯福路派出所,新生南路3段86巷13號旁,東
LADF058-01,大安分局 羅斯福路派出所,溫州街80號,北
LADF059-01,大安分局 羅斯福路派出所,羅斯福路3段283巷7弄2號對面,西
LADF060-01,大安分局 羅斯福路派出所,羅斯福路3段283巷19弄2號,南
LADF061-01,大安分局 羅斯福路派出所,羅斯福路3段283巷21弄2號,北
LADF062-01,大安分局 羅斯福路派出所,溫州街68巷4號,南
LADF063-01,大安分局 羅斯福路派出所,溫州街58巷14號,東
LADF064-01,大安分局 羅斯福路派出所,基隆路4段41巷68弄宇芳蘭路口(公館國小左後方),西南
LADF064-02,大安分局 羅斯福路派出所,羅斯福路3段、新生南路3段110號,東南
LADF065-01,大安分局 羅斯福路派出所,泰順街60巷20號旁燈桿,北
LADF067-01,大安分局 羅斯福路派出所,雲和街與泰順街口93號旁燈桿,東
LADF068-01,大安分局 羅斯福路派出所,雲和街74號,南
LADF069-01,大安分局 羅斯福路派出所,龍泉街93巷9之2號對面,東
LADF070-01,大安分局 羅斯福路派出所,泰順街54巷17號,東
LADF071-01,大安分局 羅斯福路派出所,泰順街60巷20號旁燈桿,東
LADF072-01,大安分局 羅斯福路派出所,泰順街50巷1號對面,西
LADF073-01,大安分局 羅斯福路派出所,泰順街50巷26號,西
LADF074-01,大安分局 羅斯福路派出所,泰順街62巷2號,西
LADF075-01,大安分局 羅斯福路派出所,師大路83巷2號,東
